id,user_id,office_id,rating,datetime
140,6,207,4,09/23/2023 05:45 
141,9,78,2,09/20/2023 05:12 
142,13,61,2,09/13/2023 01:53 
143,19,90,1,10/06/2023 10:28 
144,2,39,3,09/26/2023 01:31 
145,1,143,3,09/30/2023 03:28 
146,13,92,4,10/03/2023 07:45 
147,14,82,3,09/13/2023 02:42 
148,6,228,1,09/15/2023 01:45 
149,17,269,1,10/02/2023 07:29 
150,1,191,1,10/05/2023 07:13 
151,11,241,3,10/05/2023 09:57 
152,3,275,4,09/13/2023 07:28 
153,11,82,3,09/27/2023 06:54 
154,18,127,4,10/08/2023 02:10 
155,16,153,3,10/02/2023 10:45 
156,3,261,2,10/08/2023 08:17 
157,12,15,3,10/07/2023 05:07 
158,18,207,3,10/01/2023 01:13 
159,13,31,1,09/14/2023 08:43 
160,15,246,4,10/03/2023 09:47 
161,14,139,3,09/19/2023 09:02 
162,1,132,3,09/26/2023 02:15 
163,8,55,3,10/02/2023 10:43 
164,4,6,2,09/30/2023 08:48 
165,18,217,3,09/15/2023 04:26 
166,13,119,4,10/10/2023 03:23 
167,15,175,2,10/06/2023 01:52 
168,13,175,1,09/27/2023 12:28 
169,11,272,1,09/18/2023 05:03 
170,3,60,1,10/12/2023 12:05 
171,9,190,1,09/28/2023 09:41 
172,17,54,3,10/06/2023 01:13 
173,13,100,1,09/16/2023 11:19 
174,15,79,2,10/04/2023 10:03 
175,10,271,4,10/07/2023 09:12 
176,1,205,4,10/01/2023 09:24 
177,17,229,1,10/10/2023 09:01 
178,14,253,1,10/06/2023 10:50 
179,8,271,1,09/13/2023 05:12 
180,14,210,3,09/29/2023 11:46 
181,6,208,4,09/23/2023 02:17 
182,12,196,3,09/15/2023 05:24 
183,3,192,1,09/22/2023 02:58 
184,9,257,2,10/01/2023 01:56 
185,6,192,2,10/01/2023 07:08 
186,17,151,1,10/11/2023 06:27 
187,5,168,3,10/01/2023 07:38 
188,7,141,3,09/29/2023 03:07 
189,9,180,1,10/03/2023 07:02 
190,7,207,4,09/18/2023 11:56 
191,12,196,2,09/26/2023 02:27 
192,2,36,4,09/23/2023 05:35 
193,2,6,4,09/16/2023 09:09 
194,18,164,2,10/03/2023 08:57 
195,1,249,2,10/04/2023 05:33 
196,14,216,3,09/13/2023 06:20 
197,9,39,4,10/04/2023 01:10 
198,18,91,1,09/13/2023 08:27 
199,19,226,1,09/21/2023 02:09 
200,11,265,1,09/21/2023 02:34 
201,17,204,1,09/17/2023 01:25 
202,1,267,2,10/01/2023 06:20 
203,14,121,3,09/29/2023 04:27 
204,18,180,1,10/05/2023 03:26 
205,14,176,3,09/14/2023 02:25 
206,3,177,1,10/07/2023 12:17 
207,19,112,4,09/15/2023 12:16 
208,16,213,2,10/05/2023 05:58 
209,14,62,4,10/10/2023 07:42 
210,16,189,1,09/23/2023 04:20 
211,18,184,2,10/08/2023 09:12 
212,5,246,1,10/11/2023 02:39 
213,15,95,2,09/14/2023 04:33 
214,13,77,3,10/03/2023 01:53 
215,19,35,2,10/03/2023 10:34 
216,16,139,4,10/03/2023 07:58 
217,13,276,1,10/11/2023 01:39 
218,3,167,3,09/20/2023 07:26 
219,4,46,3,09/23/2023 04:54 
220,18,43,3,10/09/2023 04:53 
221,9,137,2,09/17/2023 09:19 
222,14,200,3,10/12/2023 06:42 
223,14,17,1,10/05/2023 04:41 
224,15,237,2,09/26/2023 09:40 
225,9,158,2,09/26/2023 12:53 
226,1,91,1,09/14/2023 11:21 
227,17,275,4,09/14/2023 02:33 
228,7,66,3,09/27/2023 12:35 
229,19,217,2,10/05/2023 06:19 
230,8,113,1,09/23/2023 07:36 
231,12,122,1,10/09/2023 10:20 
232,3,211,1,10/04/2023 01:13 
233,18,213,4,09/15/2023 07:01 
234,16,23,3,10/05/2023 05:10 
235,13,24,3,10/11/2023 04:09 
236,8,32,3,10/10/2023 05:09 
237,11,24,1,09/24/2023 05:02 
238,12,170,1,09/27/2023 07:46 
239,7,255,2,09/23/2023 07:02 
240,4,271,4,09/19/2023 01:37 
241,3,209,1,09/14/2023 12:38 
242,15,222,4,10/12/2023 10:18 
243,14,125,2,09/30/2023 06:23 
244,14,186,1,10/12/2023 04:02 
245,18,201,2,09/13/2023 02:20 
246,6,260,2,10/08/2023 07:04 
247,15,264,2,09/23/2023 03:21 
248,17,10,3,10/02/2023 07:42 
249,17,148,4,09/21/2023 02:31 
250,4,85,2,10/04/2023 05:47 
251,1,131,1,10/05/2023 03:13 
252,1,191,3,09/24/2023 06:22 
253,17,77,1,09/18/2023 06:18 
254,7,88,2,09/20/2023 09:39 
255,18,235,2,09/23/2023 04:18 
256,5,26,3,09/21/2023 07:17 
257,15,127,4,09/18/2023 07:46 
258,2,16,3,10/04/2023 12:35 
259,17,59,3,09/20/2023 07:32 
260,12,63,4,09/29/2023 04:52 
261,2,17,4,09/18/2023 05:10 
262,7,267,1,09/27/2023 08:09 
263,6,28,1,09/23/2023 10:17 
264,14,230,4,09/18/2023 10:29 
265,12,57,1,09/23/2023 05:49 
266,8,242,3,09/13/2023 01:42 
267,6,69,2,10/04/2023 10:45 
268,3,130,3,10/04/2023 10:10 
269,16,198,3,09/21/2023 11:09 
270,8,53,3,09/25/2023 11:59 
271,15,135,2,09/24/2023 10:53 
272,6,55,3,10/05/2023 04:12 
273,11,7,4,09/18/2023 04:29 
274,4,38,2,10/03/2023 02:12 
275,1,228,1,09/22/2023 12:32 
276,14,44,3,10/07/2023 02:13 
277,13,23,4,09/28/2023 03:58 
278,1,262,2,10/07/2023 05:49 
279,1,25,4,10/06/2023 07:46 
280,11,59,4,09/29/2023 07:34 
281,1,27,3,09/29/2023 04:56 
282,3,185,2,09/14/2023 10:11 
283,8,243,4,09/22/2023 04:33 
284,1,89,3,10/03/2023 01:31 
285,10,162,2,09/18/2023 09:54 
286,10,42,1,10/07/2023 10:41 
287,19,193,4,09/25/2023 09:42 
288,18,9,1,10/01/2023 03:43 
289,10,37,2,09/13/2023 12:27 
290,3,244,4,09/16/2023 01:29 
291,13,75,3,10/12/2023 02:36 
292,19,181,3,09/14/2023 09:14 
293,17,63,2,09/30/2023 02:23 
294,10,7,2,09/18/2023 05:59 
295,4,146,1,09/15/2023 08:02 
296,5,171,3,10/12/2023 07:03 
297,10,45,4,09/14/2023 04:38 
298,16,48,1,09/20/2023 04:31 
299,9,118,4,09/23/2023 12:14 
300,10,172,2,09/16/2023 05:20 
301,13,65,4,10/12/2023 05:47 
302,8,170,1,09/15/2023 02:01 
303,19,34,4,09/21/2023 10:38 
304,19,11,3,10/09/2023 01:21 
305,1,185,1,10/10/2023 08:30 
306,7,57,1,10/03/2023 02:09 
307,19,152,3,10/12/2023 07:00 
308,9,115,1,10/11/2023 02:22 
309,8,234,3,09/26/2023 07:05 
310,7,51,3,10/01/2023 12:52 
311,9,274,1,10/04/2023 09:54 
312,6,6,4,09/15/2023 01:27 
313,15,1,4,09/29/2023 01:55 
314,13,175,1,10/10/2023 02:22 
315,14,102,1,09/17/2023 10:12 
316,4,220,1,10/02/2023 01:58 
317,7,212,3,09/28/2023 01:39 
318,15,237,3,10/02/2023 06:14 
319,11,164,3,10/11/2023 11:02 
320,10,106,4,10/08/2023 04:50 
321,1,191,4,10/10/2023 04:18 
322,18,62,4,10/11/2023 01:47 
323,12,260,1,10/10/2023 08:21 
324,11,247,4,10/08/2023 06:35 
325,16,108,2,09/17/2023 06:37 
326,13,44,2,10/10/2023 03:23 
327,19,81,4,09/27/2023 11:55 
328,10,162,4,10/05/2023 09:26 
329,1,246,2,10/05/2023 02:02 
330,6,196,2,10/11/2023 12:09 
331,10,159,1,10/12/2023 03:30 
332,7,5,2,09/28/2023 10:30 
333,5,253,1,10/04/2023 01:50 
334,1,156,4,09/13/2023 01:32 
335,19,64,3,09/17/2023 08:54 
336,2,75,4,09/30/2023 05:10 
337,9,270,3,10/08/2023 07:37 
338,10,237,2,10/08/2023 02:10 
339,16,186,1,10/09/2023 07:34 
340,3,259,1,10/03/2023 05:05 
341,19,121,3,09/20/2023 03:27 
342,8,237,1,10/08/2023 10:57 
343,7,36,4,09/29/2023 03:27 
344,14,272,1,09/16/2023 02:13 
345,12,187,1,09/22/2023 09:49 
346,13,107,4,09/14/2023 04:00 
347,3,212,2,09/21/2023 10:54 
348,13,159,3,10/10/2023 02:22 
349,18,11,2,09/20/2023 12:38 
350,15,239,4,10/09/2023 07:34 
351,9,159,2,10/10/2023 09:05 
352,10,223,1,09/23/2023 09:57 
353,13,3,2,10/02/2023 04:45 
354,7,265,3,09/14/2023 01:29 
355,14,200,3,09/27/2023 04:19 
356,16,42,3,09/16/2023 08:50 
357,12,138,3,09/26/2023 07:44 
358,6,267,4,10/01/2023 11:50 
359,7,218,4,10/11/2023 08:42 
360,9,206,2,09/15/2023 07:08 
361,14,7,3,09/15/2023 03:58 
362,6,44,1,09/27/2023 08:53 
363,3,166,4,09/27/2023 02:16 
364,10,206,3,09/20/2023 09:41 
365,10,136,4,09/21/2023 11:58 
366,16,174,4,09/25/2023 08:03 
367,18,69,2,10/05/2023 12:26 
368,15,220,1,09/30/2023 10:26 
369,14,251,4,09/22/2023 07:07 
370,7,151,4,10/06/2023 10:49 
371,16,188,3,09/23/2023 10:45 
372,15,2,2,10/03/2023 07:20 
373,13,169,3,10/05/2023 07:38 
374,17,61,2,09/21/2023 02:27 
375,17,155,3,09/21/2023 08:13 
376,11,26,3,09/16/2023 04:25 
377,14,6,4,10/12/2023 04:27 
378,13,171,2,10/12/2023 03:17 
379,3,7,3,09/30/2023 09:28 
380,15,231,4,09/29/2023 01:03 
381,10,216,4,09/24/2023 03:45 
382,8,144,2,09/28/2023 07:36 
383,12,224,3,09/26/2023 05:23 
384,17,183,1,09/28/2023 04:20 
385,12,192,3,10/03/2023 09:58 
386,18,77,4,09/29/2023 01:51 
387,3,141,3,10/07/2023 05:48 
388,12,35,3,09/13/2023 02:49 
389,16,171,4,09/14/2023 10:42 
390,5,5,1,10/10/2023 09:21 
391,12,155,2,09/21/2023 09:38 
392,2,108,2,09/26/2023 10:03 
393,5,214,4,09/20/2023 09:22 
394,19,108,3,09/23/2023 03:46 
395,4,260,1,10/04/2023 10:28 
396,2,220,1,10/08/2023 04:20 
397,19,94,2,10/03/2023 02:45 
398,7,187,4,09/21/2023 01:46 
399,14,274,4,09/27/2023 09:06 
400,4,262,2,10/02/2023 03:13 
401,16,26,2,10/02/2023 12:43 
402,11,275,2,09/29/2023 06:13 
403,3,20,1,10/06/2023 07:41 
404,1,26,1,09/18/2023 01:02 
405,11,225,2,10/07/2023 10:38 
406,9,100,4,09/23/2023 05:01 
407,11,41,3,09/28/2023 03:34 
408,6,123,2,09/16/2023 12:36 
409,10,36,2,09/16/2023 07:05 
410,3,73,3,10/08/2023 11:27 
411,11,12,2,10/08/2023 04:56 
412,14,62,1,10/06/2023 04:03 
413,14,85,1,09/24/2023 01:14 
414,17,150,4,10/12/2023 05:45 
415,16,143,1,10/07/2023 11:46 
416,8,213,4,09/30/2023 07:31 
417,5,59,1,09/25/2023 09:21 
418,19,208,4,10/05/2023 06:19 
419,14,28,3,09/14/2023 07:09 
420,4,96,1,09/23/2023 07:07 
421,7,269,4,10/07/2023 12:48 
422,18,78,1,10/08/2023 02:57 
423,10,251,3,09/24/2023 04:16 
424,8,255,1,09/22/2023 01:16 
425,1,174,1,10/12/2023 06:51 
426,8,107,3,09/17/2023 01:37 
427,13,142,2,09/30/2023 03:53 
428,18,79,1,09/17/2023 10:12 
429,2,12,4,10/12/2023 02:34 
430,16,136,3,09/18/2023 01:36 
431,10,137,4,09/26/2023 01:15 
432,19,186,4,10/06/2023 08:00 
433,17,4,2,09/14/2023 06:15 
434,12,240,2,10/12/2023 07:04 
435,3,225,4,09/17/2023 01:58 
436,1,205,4,09/25/2023 04:28 
437,17,272,3,09/19/2023 03:57 
438,1,56,4,10/06/2023 11:31 
439,3,136,4,09/20/2023 11:25 
440,9,270,3,10/07/2023 11:21 
441,14,223,3,10/12/2023 07:51 
442,6,72,2,10/07/2023 03:41 
443,14,96,4,09/21/2023 10:47 
444,11,256,2,09/19/2023 01:35 
445,19,169,4,10/08/2023 12:06 
446,10,139,1,10/09/2023 11:00 
447,14,170,4,10/05/2023 10:26 
448,6,96,1,09/17/2023 11:34 
449,16,277,2,09/18/2023 06:20 
450,12,142,1,09/24/2023 10:57 
451,16,82,1,09/15/2023 05:02 
452,2,107,3,09/16/2023 09:35 
453,11,256,4,10/11/2023 04:37 
454,2,199,4,10/01/2023 09:38 
455,7,5,1,09/15/2023 10:20 
456,5,120,1,09/24/2023 10:01 
457,1,271,3,09/16/2023 02:49 
458,8,172,3,09/14/2023 07:16 
459,16,237,1,10/11/2023 07:36 
460,19,89,4,09/15/2023 02:37 
461,16,263,2,09/14/2023 01:58 
462,2,133,1,10/11/2023 11:41 
463,17,133,2,10/08/2023 07:04 
464,17,19,3,10/01/2023 06:39 
465,13,276,2,09/21/2023 11:28 
466,4,123,1,10/06/2023 07:08 
467,18,125,2,10/12/2023 09:06 
468,6,140,1,09/28/2023 09:38 
469,4,265,1,10/05/2023 11:30 
470,11,208,3,10/12/2023 07:56 
471,8,44,3,10/04/2023 09:43 
472,19,169,2,10/11/2023 10:25 
473,3,83,4,10/02/2023 03:27 
474,9,151,2,10/10/2023 06:20 
475,15,81,2,10/01/2023 10:50 
476,16,189,4,10/01/2023 01:29 
477,1,69,3,10/03/2023 04:23 
478,4,215,4,10/01/2023 12:12 
479,6,134,4,09/22/2023 02:59 
480,14,83,2,10/01/2023 04:33 
481,3,148,1,09/13/2023 04:39 
482,4,233,1,09/28/2023 02:47 
483,3,255,1,10/09/2023 09:28 
484,16,109,3,09/20/2023 11:47 
485,5,23,2,09/27/2023 01:41 
486,6,49,3,09/25/2023 02:38 
487,6,150,2,10/07/2023 02:41 
488,12,30,4,09/26/2023 06:54 
489,15,159,3,09/25/2023 08:01 
490,16,204,3,09/26/2023 08:11 
491,6,233,2,10/08/2023 01:17 
492,17,125,4,10/09/2023 09:19 
493,10,250,4,09/26/2023 10:49 
494,19,95,3,09/14/2023 07:07 
495,15,220,2,09/21/2023 01:53 
496,12,243,1,09/29/2023 06:17 
497,4,237,1,09/22/2023 11:43 
498,5,207,1,09/25/2023 07:11 
499,13,74,2,09/14/2023 03:01 
500,13,17,4,09/20/2023 06:34 
501,14,49,1,09/22/2023 10:23 
502,17,60,4,09/21/2023 02:27 
503,4,2,2,10/06/2023 12:03 
504,15,192,2,09/21/2023 09:34 
505,12,121,2,09/25/2023 09:08 
506,13,252,2,09/19/2023 06:35 
507,18,141,3,10/01/2023 03:27 
508,7,246,4,09/27/2023 10:45 
509,12,200,1,10/03/2023 03:12 
510,18,49,3,10/08/2023 01:43 
511,14,123,2,09/14/2023 05:48 
512,16,70,1,10/01/2023 03:37 
513,15,10,1,10/01/2023 10:21 
514,17,274,3,09/26/2023 08:32 
515,6,93,1,10/09/2023 01:37 
516,13,130,2,10/08/2023 08:47 
517,2,231,2,10/06/2023 04:29 
518,2,116,3,10/03/2023 09:35 
519,14,262,4,10/12/2023 06:12 
520,6,119,3,10/07/2023 05:33 
521,19,114,4,09/30/2023 08:50 
522,17,25,1,09/14/2023 12:38 
523,12,7,4,10/01/2023 02:52 
524,8,52,2,10/10/2023 12:18 
525,15,93,4,10/02/2023 07:05 
526,9,80,4,09/26/2023 03:04 
527,1,157,3,09/19/2023 11:28 
528,2,64,4,09/30/2023 05:54 
529,12,102,1,09/22/2023 11:42 
530,14,71,3,10/09/2023 12:56 
531,11,114,1,09/23/2023 04:16 
532,15,221,2,09/15/2023 08:07 
533,18,80,4,10/12/2023 06:05 
534,1,79,1,09/25/2023 09:12 
535,10,103,3,10/01/2023 09:51 
536,8,262,1,09/24/2023 04:38 
537,14,252,4,09/13/2023 05:48 
538,17,164,2,10/01/2023 06:00 
539,8,25,4,09/14/2023 08:00 
540,3,257,4,10/09/2023 08:29 
541,15,124,3,10/11/2023 01:55 
542,10,134,2,09/27/2023 01:29 
543,2,160,3,10/08/2023 11:05 
544,18,201,1,10/05/2023 10:40 
545,16,143,3,09/17/2023 10:17 
546,15,47,4,09/19/2023 08:17 
547,10,27,4,09/25/2023 09:40 
548,17,65,4,10/11/2023 06:54 
549,7,18,1,09/17/2023 11:13 
550,5,168,2,10/06/2023 10:05 
551,2,146,4,09/21/2023 10:14 
552,9,227,4,10/05/2023 08:58 
553,12,219,2,10/05/2023 05:12 
554,17,162,1,09/14/2023 02:40 
555,2,134,1,09/22/2023 11:12 
556,5,102,1,10/01/2023 06:45 
557,14,206,1,10/11/2023 02:13 
558,1,46,4,09/30/2023 09:05 
559,9,104,4,09/14/2023 06:43 
560,11,215,4,09/25/2023 05:08 
561,3,5,4,09/29/2023 07:40 
562,2,1,3,09/21/2023 09:01 
563,11,65,3,09/21/2023 08:56 
564,8,265,3,09/29/2023 02:37 
565,19,124,3,09/29/2023 09:27 
566,1,165,4,10/01/2023 08:23 
567,15,200,1,10/06/2023 03:18 
568,13,152,3,09/17/2023 07:11 
569,5,62,1,09/26/2023 07:35 
570,13,161,3,09/19/2023 05:23 
571,18,1,1,09/28/2023 11:21 
572,11,146,2,10/06/2023 04:22 
573,19,242,4,09/14/2023 08:06 
574,16,137,1,10/01/2023 11:38 
575,6,168,3,09/23/2023 11:13 
576,17,146,4,09/22/2023 06:43 
577,1,195,1,09/23/2023 01:18 
578,13,172,2,09/14/2023 02:16 
579,3,258,4,09/19/2023 09:11 
580,12,153,3,09/13/2023 06:00 
581,2,162,2,09/29/2023 02:55 
582,5,87,1,09/24/2023 09:36 
583,2,193,1,09/15/2023 07:01 
584,19,65,3,09/30/2023 12:04 
585,7,243,2,10/04/2023 08:12 
586,17,106,2,10/03/2023 12:24 
587,17,93,1,10/01/2023 11:43 
588,12,170,2,10/09/2023 04:12 
589,14,77,4,10/07/2023 03:38 
590,8,19,2,09/14/2023 12:53 
591,19,234,3,09/19/2023 04:00 
592,9,183,2,10/01/2023 09:58 
593,15,69,3,09/20/2023 09:53 
594,6,195,3,10/03/2023 12:33 
595,5,213,4,09/21/2023 04:10 
596,17,83,4,09/23/2023 01:56 
597,4,124,2,10/01/2023 08:20 
598,10,103,4,09/20/2023 04:06 
599,7,32,2,09/15/2023 08:01 
600,1,249,1,09/23/2023 06:03 
601,4,44,2,09/26/2023 09:04 
602,11,15,2,09/19/2023 05:08 
603,12,34,4,09/19/2023 11:45 
604,6,261,3,10/05/2023 07:01 
605,7,223,4,10/06/2023 09:17 
606,8,217,1,10/11/2023 10:29 
607,8,272,1,09/14/2023 10:14 
608,10,77,2,10/10/2023 09:41 
609,13,22,3,10/06/2023 02:04 
610,3,153,1,10/04/2023 07:49 
611,9,132,1,10/10/2023 04:40 
612,4,223,3,09/13/2023 08:58 
613,5,79,3,10/01/2023 12:34 
614,14,45,3,10/11/2023 10:09 
615,18,113,4,09/24/2023 03:27 
616,19,60,1,10/10/2023 12:06 
617,13,231,1,10/10/2023 04:28 
618,2,55,2,10/01/2023 03:41 
619,19,173,4,09/24/2023 12:31 
620,18,79,4,10/09/2023 09:14 
621,2,272,4,09/30/2023 09:20 
622,12,275,2,10/10/2023 01:01 
623,10,236,1,09/21/2023 09:27 
624,5,273,2,10/05/2023 06:33 
625,17,46,2,09/22/2023 12:49 
626,15,246,1,09/21/2023 01:13 
627,15,34,3,10/09/2023 05:56 
628,5,60,2,09/25/2023 05:20 
629,1,82,1,10/06/2023 08:41 
630,11,24,3,09/23/2023 10:58 
631,19,221,3,09/21/2023 08:17 
632,2,223,2,09/27/2023 03:57 
633,6,277,3,10/05/2023 11:30 
634,4,248,1,09/28/2023 04:55 
635,4,46,2,09/18/2023 10:35 
636,3,31,1,09/30/2023 10:56 
637,12,136,2,09/15/2023 05:57 
638,12,8,2,09/14/2023 05:00 
639,1,12,1,09/29/2023 02:46 
640,17,178,1,09/19/2023 10:03 
641,6,256,2,09/27/2023 10:11 
642,6,274,1,09/16/2023 04:02 
643,19,163,2,09/22/2023 08:15 
644,14,233,4,09/16/2023 12:22 
645,13,163,1,10/09/2023 08:04 
646,8,43,4,10/01/2023 12:18 
647,8,248,1,09/26/2023 09:39 
648,3,66,2,10/10/2023 12:32 
649,15,259,4,10/03/2023 02:28 
650,18,274,4,10/03/2023 12:01 
651,3,180,1,10/04/2023 05:00 
652,15,84,3,10/11/2023 06:35 
653,18,172,4,10/09/2023 02:03 
654,16,108,1,09/14/2023 07:34 
655,13,39,2,09/26/2023 08:16 
656,1,146,4,10/11/2023 09:14 
657,3,8,2,09/13/2023 04:22 
658,4,250,4,10/10/2023 11:29 
659,11,271,1,09/28/2023 09:57 
660,10,7,3,09/25/2023 11:42 
661,4,117,2,10/04/2023 12:10 
662,17,181,4,09/24/2023 04:26 
663,4,213,3,10/10/2023 12:20 
664,12,111,2,09/20/2023 01:32 
665,16,84,2,09/25/2023 10:45 
666,9,74,2,09/14/2023 07:05 
667,2,166,2,09/25/2023 07:23 
668,4,149,3,09/29/2023 12:01 
669,14,254,3,09/30/2023 11:48 
670,14,177,4,09/23/2023 11:43 
671,16,82,2,09/24/2023 04:53 
672,7,98,4,09/23/2023 10:53 
673,14,70,3,09/27/2023 12:04 
674,4,6,4,10/06/2023 09:33 
675,10,135,4,09/22/2023 09:35 
676,8,243,3,10/12/2023 05:09 
677,6,97,1,09/14/2023 08:43 
678,1,42,2,09/18/2023 02:09 
679,7,44,3,10/01/2023 11:26 
680,11,56,1,09/15/2023 07:10 
681,8,78,4,09/26/2023 04:36 
682,6,242,3,09/21/2023 12:25 
683,7,33,1,10/03/2023 08:44 
684,4,5,2,09/18/2023 05:13 
685,11,102,2,10/08/2023 03:49 
686,5,81,4,09/15/2023 07:17 
687,3,92,3,09/26/2023 09:42 
688,2,13,4,09/18/2023 03:49 
689,13,137,1,09/23/2023 10:20 
690,4,4,2,09/22/2023 01:28 
691,14,21,4,09/16/2023 06:01 
692,16,106,1,10/09/2023 12:22 
693,17,73,1,09/25/2023 01:43 
694,17,254,2,09/21/2023 01:15 
695,3,154,4,09/19/2023 11:34 
696,2,214,4,10/12/2023 12:31 
697,19,165,3,10/04/2023 08:49 
698,10,178,2,09/23/2023 12:08 
